comment,rating
"My blood pressure has been difficult to control. My doctor placed me on this formula, and it immediately leveled out. It is wonderful to have regular blood pressure and decent pulse.",5
"it does a fair job of lowering BP but has an endless amount of side effects. Extreme Hair loss, rapid weight gain, muscle soreness, pins and needle feelings, gas and bloating, depression and others to many to mention. This medicine should be taken off the market in my opinion. Very expensive price to pay to be miserable.",1
5mg ..after 2 days I am wondering why my nerves are so bad and feeling down and depressed.... I will try it longer and update....  But I am not liking it so far. Also I wish these were split into male and female as different meds act differently with sexes and weights ...Female  145lb  ,2
Feet swell up .,2
When i started using this med..i feel anxious depressed almost 6 months ..bullshit..,2
After two days of treatment I suffered severe swelling in my face. Had to go emgcare to for steroid shot to bring down swelling.,1
It will cause weight gain big time. I have been taking this drug for 10 years now. I went from 190lbs to 240lbs in ten years and I am a pure vegetarian. Vegies and fruits only. I go to the gym every day. Come to find out today this drug can cause cancer too. I will get a different drug today.,5
"On 5 mg.  Will be almost 3 weeks that I've been taking it.  Haven't noticed much of a change in blood pressure yet.  Since I started taking it, I have had terrible insomnia.  My heart is pounding a lot, even at rest.  Have a funky taste in my mouth all day long. Guess I better try something different. ",1
for those of us still with our teeth-long term this drug will wreck havoc on your teeth and gums. Can't complain on it's effectiveness with my HBP though.,3
"I switched from Losartan to Amlodipine about a month ago after many bad side affects from the Losartan. Although the Losartan did a much better job actually lowering my blood pressure, I have not experienced any side affects so far from the Amlodipine. ",3
"It helped bring my BP down to normal levels; however, it is difficult to swallow since it does not have a protective coating and leaves a very unpleasant residue in my throat.",4
"The diamond shape pill catches on my esophagus and I DRINK LOTS OF WATER WITH IT.  tHE OLDER WE GET, OUR ESOPHAGUS WRINKLES LIKE OUR BODIES AND WE DO NOT WANT AN ULCER IF IT DOES NOT GO DOWN PROPERLY.  SHOULD BE ROUND PILLS IN STEAD.",5
Please do not use this drug. it is just NASTY!! feels like your entire system is being poisoned especially if you are sensitive to calcium channel blockers.,1
I have been on this drug since having severe blood pressure and other problems from being prescribed too  high a dosage of diabetes drug a year ago. I have had severe pain and some swelling in my feet and thought it could have been from another drug I started at the same for bladder failure.  I have noticed a dark colorization of my bottom legs and thought it was from sun exposure and affects from a medication - the dis-colorization is still there and I now believe it is Amlopodipine that has caused this.  I am now discontinuing this med and will consult my mephrologist.,2
"my legs and feet have started to swell and I have terrible dreams when I do sleep,  I also feel anxoius",2
"Taking 5mg am, way to dizzy.  Started to break the pill in 1/2 helped with the dizziness.",4
"I've been prescribed this a few times, each time no matter what the dosage, I get bad swelling in my ankles and feet. The problem stops in a day or two when I go off the drug, so I know its the drug. It does appear to lower my BP somewhat, but the side effects outweigh the benefit especially since the side effects prevent me from exercising and at times, my legs physically hurt.",3
"This medicine has made me anxious, very easily upset,  have strange thoughts, lightheaded, my legs and knees hurt, tired all the time but I can't sleep.  All in all, a TERRIBLE experience.  Never taking this again.",4
Lowing my blood pressure.,5
"My dissatisfaction stems from the swelling in my lower legs/ankles.  To the extent that I ended up with a burning pain on the apex of my left ankle bone.  Could never wear sandals and after discontinuing, I realized the medicine was the cause of the swelling and burning.  In addition, it appears (now off Amodipine for 2+ weeks) that it - or the swelling - was causing some balance issues - which I attribute to a loss of leg strength.  For these reasons, I'm moving to another treatment option. ",4
I take 5 mg once daily and am 80 years old. I started taking about 6 months ago after the lisinopril caused coughing.The main side effect is urine retention for which I also take meds.,4
"Lost all my hair and blood pressure never went down , cartelogist took e off when I showed him my wig. that was the last straw for him.",1
Lately m'y pressure is bÃ©en very love.,2
eight weeks and great outcome.,4
I  take  2.5 mg each night and have for 4 years and it has worked excellently for me. ,5
"I started taking Amlodipine 10 mg with Losartan 50 mg to control my high blood pressure not too long ago. I do not have any side effects so far. Knock on wood! My blood pressure is now average 120-130/70-80 range. I decided to post my review because majority of reviews are pretty scary. Remember happy customers tell 3 people and angry customers tell 3000, so the same rule applies. The side effects are usually rare, and severe side effects (scary reviews you can find in this review) are extremely rare. If your doctor recommends it, try it out. You can quit anytime if you get any side effects you cannot live with.",3
"I am pharmacologist and I am using amlodipine (5 mg) with telmisartan (40 mg) since last 2 years because BP was 170/100. Combination was working fine. 6 months ago, suddenly I felt very awkwaard (Dizziness, disequilibrium, painfull stomach), I consult with cardiologist and he told to take only Telmisartan. before month I had severe stomach problem, So I thought it is because of Telmisartan. So I stopped telmisartan too. finally spent 10-15 days without medicine (No amlodipine no Telmisartan). Now BP was found 140/90. I thought to start amlodipine. Because of recent side effects, I stopped Telmisartan and started again Amlodipine. But, now Amlodipine is giving very odd feeling, though not swelling but stomach is hurting most, constipation (First time in life I felt stool is not passing), pain in legs, knee, slight in ankle.  3 days gone without amlodipine still effects not gone. I have decided will not take medicine either of it, going for exercise, diet and yoga. Never amlodipine again. I dont have cholesterol, sugar, no nicotine or alcohol consume. Only stress and loneliness has made me hypertensive. I have decided to lower bp without medicine. Listening music, talking more, walking 4-5 km. More water, less salt, yoga in morning. ",4
"BP came down a little, dr wanted to up the dose, but now legs are sore and veins swollen. Muscles very painful, affecting walking. Dont know if I want to take this?",2
Haven't had any problem with this drug. Works fine with little or no side effects. Price is not bad either.,5
Severe Migraine headaches and increased Blood Pressure,1
"I began after my bp shot up for no apparent reason to 190/90. My physician's assistant started me on this med. I took faithfully. About one week ago, my bp shot up one evening (after a long trip of heavy traffic) and was diastolic at over 90 again. I began the second tab immediately. I am a bit more dizzy, but my bp is coming down under 140/80 for the first time. I will enter a follow-up report in about two months. ",3
"This drug causes gingival overgrowth ""google"" it.  Faced with over 20K damages and no lawyer wants to take on the powerful drug company unless it has caused death.  I am forced to take this to small claims court where I can only sue for $10K.  Due to the overgrowth has left excess gum tissue in my mouth which needs to be cut away and shifted my perfectly straight teeth crooked.  BEWEARE",1
I started taking Amlodipine in Oct 2017 I noticed my hair is so much thinner but worse is my legs and calves swell so much they feel very heavy my doc seems to think the side affects out weigh the risks of HPB. I called her again and she is willing to change me something else hopefully I won't have tree stumps for legs very long .,3
The swelling  has included my legs as well as my feet. Some what painful.,4
"Major hair loss after being on this drug Amlodipine for four months. Once I was off it took another couple of months for my hair to stop breaking at the roots like that, I would run my fingers through my hair and WOW, a number of strands from the roots each time was coming out, this was totally different from normal breakage at the end, it definitely was cause for alarm, unlike anything I had ever seen with my hair, and no my hair wasnÃ¢Â?Â?t thinning because of age, my hair has always been thick and in very good condition. It did control my blood pressure, now I am on something else without hair loss as being one of the side effects.",2
"At five mgs, I began to have a sore tongue and canker sores in my mouth. I got worse tinnitus and also lost much of my tasting ability. I felt weak and tired a lot, and just did not feel right. When I stopped this medicine, all my bad symptoms disappeared and I feel normal again and my taste has come back. I will just stick to micardis and dump all other blood pressure drugs.",2
The generics are mostly not effective,3
"About 5 months now. Has lowered my BP from 158/92 to 123/71 but I'm dizzy frequently. Maybe it's to low for me? But side effects are the big problem. Taking 5mg and still have rashes on neck, terrible tendinitis day and night. Swelling neck glands, headaches, brain fog, lower back pain and itching different place everyday. Not a glowing review for sure. LOL I felt better with high blood pressure. Stopping the drug today.   ",3
"I have tried this twice, and it works for about an hour, and my blood pressure shoots back up.",1
Did not lower my pressure and swelling side effects  were horrible. Switched to lisinopril and pressure is now great and no swelling of ankles. ,1
"Used to get this medication in the round blue pill imprinted with A10, M physician directed me to split the pill in half only taking 5mg.  This medication was somewhat effective in treating my high blood pressure.  Last refill the pharmacy sent me a different pill that is a white round tablet imprinted with IG 239.  After taking this new half pill for a week, it is not effective in treating my blood pressure.  My symptoms are high blood pressure, swelling in feet, pounding heartbeats, headaches, dizziness, blurred vision and generally feeling ill and irritable.  ",1
Put on about 7 lbs in 1 mo.  Plus 2 pitting edema of both legs and can feel the puffiness all over.  Swollen eye lids.  Retaining water like crazy.,4
"Started it 11/10/17. Started feeling very bad and it kept getting worse. Could not sleep, nightmares, I think I was having panic attacks too, night sweats, heart racing, jittery all over, feeling sick at my stomach, grouchy and very miserable. I got maybe got one hour of sleep a night for quite awhile and my body refused to let me sleep in the daytime also. I have not taken it for 3 days and am feeling so much better I could almost shout. Been able to sleep too.  I was also on hydralazine and had same reaction. I sure don't recommend them. Didn't help my b/p either.",1
Severe hair loss with AMLODIPINE  Itâ??s brand name  NORVASC I have severe hair loss as well.   ,1
"I just gave this drug a good review a couple weeks back after just taking it a short time. I'll have to rescind those comments. After being on it a couple more weeks, the bad side effects were coming on strong. Headaches, dizzy, bad moods, even put on a couple pounds. The last thing I need for high BP is something that makes me put on more weight. ",3
"Hives broke put all over ny torso. Has since gone to my thighs. Burning, stinging and itching after 1 week use. Developed severe stomach pains which resulted in regurgitating. Haven't eaten a meal in 48 hrs. The smell of food increases the nausea I feel since taking amlodipine. I have discharged this medicine. Will discuss this with the doctor who I am also discharging. She knew this med has contraindications to another med which caused the HBP. Before taking diclofenac i never had hbp. So to counter the hbp she prescribed amlodipine rather than change the sciatic nerve pain reliever. I think she is a quack whose license should be revoked.",1
So far so good. Seems I have more energy. BP down to119/72 from 195/92 See some are mad at drug company. Did drug company prescribe?? NO Talk to your doctor!!! Some meds may be different than others!!,4
"Been on 5mg for only a week, but BP has dropped dramatically from 168/97 to 119/72. I generally react to drugs very quickly as far as if they will work for me or not. So far so good with no bad side effects, but I realize I'm still new to taking it. It seems to make exercise easier too.  I feel calmer, and every little annoyance doesn't get on my nerves. My wife really likes that! I hope it continues to work the way it is.",5
Have not had an erection since I started taking it. Remain dizzy with headache. Dr. is taking me off of this at next visit or else. There has to be a substitute.,1
I am going to sue this company!! Because of this drug my husband can no longer get an erection!!! Honestly. He had no issue what so ever until he took this. He also has to take two other pills because of swelling and low potassium that this drug caused. I don't understand why the doctor doesn't switch him to something else. Has anyone else had this problem and will he be able to get an erection if he stops using this drug? ,1
"not that effective, swollen ankles",2
"I have only been on amlodipine besylate 2.5 for 1 1/2 weeks.  It was given to me to replace atenolol 25(never a problem in 15 years) because I was unable to get the latter.  I have had a headache, eyes hurt since the day after I started.  I will stop them tonight.  I take losartin in the AM with no problem. Why does no pharmacy carry atenolol anymore?",3
"Thanks to all you patient reviewers, I owe you mine. I am quitting (Norvasc) generic Amlodipine Besylate  10mg, due to ineffectiveness and severe adverse effects. Previously 10+ years ago I took Diovan, had bad reaction low BP 60/40 and passed out so I quit BP meds. Restarted 3+ years ago with Amlo which was not effective so Dr. added Irbesartan 75mg then increased to 150mg and barely got down to 140/100. I had swelling of legs and feet and joint pain for months which I mistook as a result of injury from a fall on ice. Starting this year another Dr. switched me to Losartan 100mg. I also had occasional dry cough all along so to see if made any difference he switched me a few months ago to Lisinopril 40mg and cough got worse! Switched back to Losartan as pharmacist says it is next gen drug better than Lisinopril. Ok so cough almost gone, but leg and ankle swelling and chronic pain remains. Actively changed diet and increased excercised, lost some weight and BP became normal, so 2 weeks ago Dr. agreed to cut back Amlo to 5mg and drop it if BP remains normal. Swelling and pain is reduced so planning to stop Amlo next week.  Note: All drugs have side effects, even if by a small %. No Dr. or Pharmacist or Drug maker will tell you everything you need to know. You are not just a statistic filed with the FDA. Go back to nature!",2
"I took amlodipine for nearly two years.   My legs were perpetually swollen and felt uncomfortable as well as looking unsightly.   My blood pressure seemed normal, but one day I thought of putting the cuff on my legs and the pressure was very different -- over 220.   I asked my doctor (who had been unwilling to switch drugs) if it was really a good idea to have good pressure in my arms and highly elevated pressure in my legs.   I now take Losartan:  no side effects, good blood pressure control.   I strongly suggest that anyone suffering any swelling in their legs when taking Amlodipine should check the pressure in all limbs.   Legs can be higher, but not double.",3
"Been taking amlodipine with benazepril for about 4 years. began having dizzy spells, anxiety, nervousness, feeling faint. copied the side effects and took the list to my doctor, she said to only use the benazepril, and now BP slowly creeping back up. was at a good 120-70 on this med, now 145-80, this morning 165-80. Do not want to start back on the amlodipine but may just take half of the 10 mg dose.",5
"The medication was effective in assisting to manage my blood pressure, but with side effects that were not worth dealing with.  The medication caused dizziness, weight gain and depression.  I would not recommend this prescription.",4
what is the generic of this medication,4
"been having swelling in lower legs and ankles which has progressed over 6 months, now causing joint pain and stiffness.  also experienced moderate fatigue, shortness of breath, and weight gain.  all which make it hard to keep active and painful at time to exercise or climb stairs.  talking to Dr next week. ",2
"I was coughing a lot with Vasotec, so my doctor switched me to Amlodipine 10mg. After that, I had terrible side effects, such as shortness of breath, knee pain, stomach pain, and tiredness. This drug is awful. I stopped taking it. Now Iâ??m trying to manage my blood pressure naturally with diet and exercise.  ",1
I just started taking this med as my blood pressure was 190/114.  I have taken this med along with Losartan 25mg after breakfast and i have notice stiffness on both of my legs on 1st day and stiffness of both arms on second day.  third day I only took Amlodipine (1) and no side effects felt.  might continue to only take Amlodipine. ,3
"This bp drug has made me feel very low and depressed, also made me gain weight and have no energy. Only brings my bp down  slightly. Also makes my ankles swell a lot. Will be asking for a change of drug from doc. Have been on it for 3 years now.",2
"Started out with 5 mg, increased to 10. BP has gone down considerably. The only side affects is occassionally dizziness. Works well for me. ",5
Had terrible side effects.could not get out of bed because of dizziness.and nausea.Dr stopped treatment immediently.has taken 4days to recover but still don't feel back to normal.still feel lightheaded.,1
  Taking 2.5mg for 2 years. No side effects and BP at a steady 125/80. Add mild exercise and watch to sodium intake. The medication alone will not work. It's a lifestyle change that is most important. ,5
"This stuff is shit.  Never had itching, I do now.  Never had swelling. I do now.",1
"I don't even think this medicine has helped. Gave me a hot feeling, head pressure, fatigue, out of it, blood shot eyes, swelling, red dots on my legs, flushing, and my legs would turn red and hot feeling. Definitely not a medicine for me. I'm on metoprolol now works wonders. ",3
"I started with a medical crisis with my BP.  Was presribed 5 mg/day and then after first day had to go to 10 mg/day as BP was still dangerously high.  After a month, it has reduced my BP and don't really have any side effects.  Also on a direuretic and anti-depressent.  3 Rx after years of being RX-free.  Things change!",4
"Gained 10 lbs. Pain and cramping in feet, legs, knee and extreme pain in knee.  Havent been able to exercise due to pain and swelling in knee.  Went off and within a week knee was almost back to normal except for the damage done.  Hoping it will heal and get back to normal.  Prior hiked 2 5 mile hikes up a mt weekly.  2-4 mile hikes 3 times a week.  Now trying to get back in shape but bp needs help",3
"Experience very low heart rate (50), low metabolism, weight gain and depression. Anyone else feel depressed? I use a treadmill and can not get my heart rate over 80! How do you lose weight?????",4
"Had a horrible experience with this drug. My doctor put me on it because of mild hypertension and I thought I was going to have a heart attack. My heartbeat was irregular, I experienced panic attacks and my pulse felt erratic. I had never before in my life experienced a panic attack. Went off it in a two weeks. ",1
"I was switched to this medication a week ago, and though my bp has gone down,my heart rate has soared, to 115 at one time, and I can constantly feel my heart pounding, very disconcerting. Back to the doctor in a day or two. I was on Atenolol before, which made my psoriasis worse,hence wanted to change but the Amlodipine is awful ",2
Have been on this drug for 1 month now. 5mg. Blood pressure has not reduced at all. Have bloated stomach and horrendous cramps. Serious constipation so having to take laxatives. Weight gain.seeing doctor tomorrow and asking to be room off.,1
"after 2 months of taking this med. couldn't walk up my stairs with out help, couldn't put any socks on with help. Terrible pain in hip, ankles, shoulders and knees. Terrible shape after starting this drug.",1
"After reading about 200 reviews I thought I should add mine. No problems with feet and legs swelling, etc. Happy with blood pressure which is below the point my doctor said I should worry about.",4
blurry eye focus ,2
"Ive been using Norvasc 2.5 for the past 8 months.  I have osteoporosis and it has worsen since I start the medication.  I feel pain all over my body.  I used to walk 4 miles 8 times a week and since Im feeling the body pain, I cant walk more than four times and I have gain weight.  ",3
A unusual amount of coughing and congestion,5
". Tuesday evening I again took one 5mg tablet of amlodp, BIG MISTAKE, NEVER AGAIN.  Normally I easily go to sleep about 10:30. I was wide awake until 4 am.  I was fidgety, short of breath, anxiety, nightmares, dry-mouth, and numbed the next day. This is indeed a BAD drug ",1
"HAVE BEEN TAKING FOR ABOUT 6 MONTHS. WORKS FOR BP PROBLEM. LOWER LEGS ARE SWELLING,AND HAVE HEAD ACHES, BUT I DO HAVE A BRAIN TUMOR SO....",4
"My hair has thinned to the point I am alsmost bald since taking this medication. I have been on it since 1999.  My blood pressure is under control, but, I have been unable to loss weight despite dieting and excercising since on this medication.",4
"My leg which is already problematic, became even more swollen and very painful. I had to urinate every hour twenty four hours a day.  Became very fatigued and lethargic. Blood pressure increased to a dangerous level. Have switched to good old Diovan and all symptoms from amlodipine were gone.  in 48",1
"This medication worked well for me. Blood pressure was up due to stress but after several months,I no longer have high blood pressure.",5
"After 60 day this drug game me anaphylactic shock. Woke up from a dead sleep and could not breath. I did not know it was the drug for a while. I continued the drug and the attacks continued. I was too scared to sleep. Finally in happened at work, ambulance to the hospital. Proceed with caution with this drug.",1
BP has been creeping up over a period of time.  It finally reached the 170/90 range and I began a physician assisted diet and walking routine.  Went for weekly diet weigh in and BO was 200/110.  They sent me directly to primary doctor.  I have been on amlodipine for a week so far and BP has dropped to 125/85.  So much better.,4
"Worked well for three days seemed to calm my nerves as well as my blood pressure reducing. Then came the joint pain so bad within a week i could not walk up or down the stairs without support had to stop it straight away.Even stopping after a short period my knee and foot still haven't recovered 100% yet that was a couple of months ago. Would never take it again, which is a shame because it worked for the blood pressure.       ",5
dr started me on this for hbp. I started having dry cough and awful swelling of the legs. Went back and he cut dosage in half (from 10 to 5) and added lisinoporil. Just read the side effects of that one and looks like dry cough is one for it as well. Will take this a few days to see if it helps or hinders or causes any other side effects.,3
"I stopped this medication after 7 days.  Very unfavorable side effects:  swelling in legs, pain in joints, feet hurt when in shoes, very tired/lethargic.",2
"dizziness, brain seems foggy, legs feel light and would like to sit or lay down. Taking after 2years bp is 135/75. I take it in the morning and takes an hour or two to stabilize.",2
"Dreadful medicine taken to control my bp. It felt as though I had narcolepsy- worsened to the point that I couldn't do anything without overwhelming urge to sleep. 2nd problem was frequent urination keeping me up all night, 3rd was very definite brain fog and muscle stiff. Difficult to find a secondary to telemasartin as now diastolic is 90, sistolic 130. Adding yet another hydralizine to bring it to 130/80. Will make other lifestyle changes- swim, walk and calorie reduced diet. ",1
"Hard to get used to -- side effects for me mostly fatigue, trouble sleeping.  However, plowing thru and increase exercising has lower my bp for the 140/90 to the 120/70 range,  Worth the effort.  Taking 5 mg with 40 mg Enalapril.  Without the Amlopidine, bp often topped 140.",5
"is it possible, my physicians states I now have more noticeable side affects including but not limited to diarrhea, not able to sleep to very tired, flushing, swelling in ankles and dizziness, so much I can't work. This is after taking 8 months????  So am being taken off med.  Just curious if this is normal??  Now no work for 5 more days. ",2
"Side effects started after 2 weeks. Lack of mental clarity -- people thought I was drunk! Low energy, disorientation but did lower BP to 125/85.",4
"My blood pressure was not under control and kept raising, last reading was 140 over 92 and range as high as 150 over 92.  This was even when I was on high blood pressure medication, first experience with Amlodipine was not successful with 5 mg.  Now on 10 mg taken at night, which I would highly recommend as drug is strong.  My blood pressure is now running between 122 over 80 and for average 112 over seventy.  Dropping it between thirty and forty points in a couple of months I am happy but tired most of the time.  I can become dizzy easy and once in a while must lie down, but I would take the low pressure anytime.  Remember this is strong medication and it will work, but be alert for the side effects, God Bless.  ",5
"I have been using this meds for 5 months. BP was 160/90..reduce to 159/82.side effects pain in both my legs,nervousness and lack of sleep. Definitely not working for me.My Gphave me trying another drug. (Viacoram)Perindopril",1
Experiencing urinary incontinence badly from this medicine. But blood pressure is under control. But incontinence issue warrants me to seek  and try another blood pressure medicine ,4
"I had a reaction to latex (gloves) and the hospital SWEARS it was from 10 yrs. of being on Vasotec. They switched me to this pill for high blood pressure maintenance. My numbers read 110/60 now. But, like Chris - I have a lot of swelling - my knee, elbow, hand - ALL on the left side. (I had NO injuries) I think it is making me sick. I have been on it for 1 year. Problems started 6 mos. ago. ",5
I take Amlodipine along with Lorsartan for high blood pressure. My blood pressure still runs 185 over 90. Does these meds help my condition? I do not think so but my Doc doesn't seem to worried about the pressures. ,2
ALL GOOD NO PROBLEMS,4
"Was prescribed Amlodipine on top of Losartan to bring down bp. Only lasted 3 days. Day 1 and 2: Severe bloating, nausea and mild headache from ears forward. Day 3: Severe stomach pain, nausea, violent vomiting, bloating and stabbing headache. Ended up in the ER. This medicine is horrifying if you are a person prone to side effects.",1
"I've only been taking it for just over 1 month and my blood pressure has dropped about 10 points. Still not down to perfect or steady but much improved. If I eat ""overly salty"" foods, I find I get more swelling around my ankles later on, but that only happened a couple of times. Also if I don't take them quite at the 24 hour interval, so it's less than 24 hours from my last pill, there seems to be more swelling/tightness around my ankles.",4
"Male, age 80, had to increase dose from 5 mg to 10mg to obtain very effective results.",4
"On a 10mg dose for a couple of years. BP clocks right in 120/80. Ankle swelling comes and goes and I just deal with it. Overall, it works as intended.",4
I had side effects.  Weakness in the legs and dizziness in the morning.  After about 3 -4 months I got a rash on my arms....  I did not do much about it until it spread to my neck and then my face.  I discontinued all other substances so I has to be this drug.  So I am discontinuing using this drug and hoping the rash goes away.  The rash got pretty bad... Very red face and puffy.  Super itchy and skin is dry looking like I have a bad sun burn almost.  Arms have the red raised areas and bumps as well.,5
After 2 months my ankles/feet were so swollen had a hard time putting shoes on and in the middle of the second month started with a red bumpy rash that is very itchy thought it was bug bites at first but when it kept spreading realized it was a rash from this med,2
"I notice hair loss, I am taken 10 mg.tab, in which it was increased.",4
"Very bad headaches since taking this drug, very tried, sick at the stomach",2
"it appears to be working, however after 5 months I must say that the side effects are getting worse such as itchy legs, red sensitive spots on my ankles. At the beginning swollen ankles however stabilized after a couple of months. I will have to find an alternative before it does more harm! but which medication should should I suggest to my doctor I should try?",2
I've been using this drug for over a year for hypertension that was running in the 140-150 over 88-98 range.  It seems to have lowered my BP into the 125-135 over 80-90 range. So it does what it's supposed to do but I have experienced some dizziness/light headedness and fatigue to the point where I'll be discussing with my doctor in the near future. Early on I also experienced some minor ankle swelling until I got back into a good cardio exercise program and the swelling went away almost immediately.  ,4
"I also take Atenolol 25mg twice a day, because of dizzeness I been taking Amlodipine at bed time only.  This seems to help and the combination of meds has lowered my blood pressure, I would suggest starting with 2.5 mg Amlodipine first.  This is a great med but use it with care, God Bless.",5
"not only did it not reduce my BP significantly but it produced a violent allergic facial skin condition ,first itching and red rash ,then hives [lumps ] and finally swelling all over my face resulting in a visit to A & E  and 4 weeks on steroids and many weeks of misery . There is a reference to this side effect being ""very rare"" but I wonder how rare it really is --manufacturers rely  on patients to report side effects , but when they are as extreme as this many people would wish to have nothing  more to do with the drug  or its maker -that is my reaction . The main problem with an allergic reaction of this sort is that it it is not immediately apparent what is causing it  ,particularly if you are taking other drugs . Also there are many other substances that can cause allergic  reactions and even a consultant dermatologist may not look at a mainstream drug as an obvious candidate when there be any number of environmental or food factors  involved .Only by a long and exhaustive elimination process was amlodipine identified as the villain in my  case --stopping taking it while continuing the steroids  cured it completely ,but as soon as I started again [still taking the steroids ] back it came and the steroids could do nothing to stop it . I think more research needs to be done on this --the swelling and hives if they progress inwards around the face can lead to serious complications.",1
"I have been taking it for 5-10 years. At first, it caused ankle swelling. That went away with time. It still causes some fatigue. But BP went from 150/100 to 120/70. Doctor said he could switch me to another med due to the fatigue, but all medications have side effects. I will just deal with the one I have.",5
"Chinese, male 58 year old. Am a regular distance runner, weekly tennis games. Blood pressure reading hovers regularly around 140/90. After GP prescription, BP daily reading 115/78. Very effective in reducing blood pressure. No noticeable side effect or body discomfort.",5
Works for me along with diet and long hard workouts to get the blood flowing. Years of hypertension are being reversed with with program. Good Luck I look and feel great  ,5
"Tried Lisinipril which made me swell in face and hands, Losartin which made me have symptoms like I was out of breath, finally my Doctor put me on Amlopodine. I cant believe how much better I feel. It took me 18 years to feel better, don't let it happen to you. If you have a reaction get to your doctor. I thought it was my allergies and asthma when it was really my blood pressure medicine. Sometimes your Doctor takes a guess and your the loser.",5
I'm taking amlodipine for a stroke I find it makes me very dizzy palpitations shortness of breath itching I don't think it's fit to take ,1
I was changed from Bystolic to Amlodipine to control my blood pressure due to stress and it seems to be working well.  I've had no side effects and fee far more relaxed.  ,4
"The Medication Does Lower My Blood Pressure From 155/79 to 134/74. However I feel Pain in My Jaw,teeth ,both arms ,breasts,back and legs. I got tingling feelings in my arms. Followed by cold hands and feet. Furthermore I feel anxiety and heart palpitations. Finally severe constipation and bloating to the point that feels like you are choking and with heartburn. I am going to call the Dr. to change my medication over the phone. I was also on Atenolol and Lisinopril for reactions too Amlodipine Besylate Joins the club of bad drugs for me.",3
i HAVE A BAD SOUR TASTE IN MY MOUTH WITH THIS MEDICATION.,2
"It has assisted in reducing my hypertension. However, I have to manage the dosage to reduce side effects especially swelling of the ankles.  Not a pleasant medication for long term usage.",3
 After going to a dentist regarding dental problems he advise me to quit this drug as it has caused excess tissue growth in and around my gums and teeth. Now unable to floss because of the increased growth. Looking for another blood pressure medication,2
I've been using this med for about 2 years. It doesn't get my BP down to normal but it helps. May ask my physician for a review and possible increase in strength. ,5
"one ankle swells, constipation, and my neck hurts all the time. I have been taking about 2 weeks.",3
developed volatile mood changes that go away if I don't take the medication for a couple days...I need to find another medication!!!,3
"I am a little lightheaded sometimes, but this medication has been helpful in lowering my blood pressure. I am very satisfied. I take it along with losartan and lisinopril.",4
"easy to use, works well.",2
Started this med.  Used for 3 days.  The immediate result was an inability to have an erection.  Stopped on 3rd day and regained the ability for an erection.  Will not use again. ,1
It's dropped my very high blood pressure along with taking Lisinopril but I'm warm all the time and wake up at night with a racing heartbeat at times. I'm also very tired. My doctor is happy with the results. ,4
"I have lower back pain.  I stopped using this prescription by accident, my lower back pain went away.  I started to take the prescription again and my lower back pain is back.",4
