comment,rating
"?After having too many side effects with Metformin and severe reaction with Pioglitazone, I was prescribed Acarbose ( all generic names). Beside some gas problem, I tolerated this better then others. But my blood glucose level was not significantly reduced? Fasting Glucose is still 110 mg/dL , though I have reduced my total caloric intake and very careful with carbohydrates intake. I'm borderline Diabetic and a retired pharmacist I will continue for few weeks before I discuss with my physician and at present taking 300 mg per day in three divided doses. This is the max dose recommended.",3
"The medication has lowered my blood sugar levels but at the same time i am having bad side effects, mainly abdominal. Flagulance and gastritus. Constipation and diareah.",5
"my blood sugar has droped but the side affect of gas has not been fun, over all I hope it works.",5
1 tablet with meals 4X aday,4
"It helps me after I eat like it suppose to do. It does not raise my blood sugar, but keeps it down. I love it",5
"I had been taking this drug for more than 5 years. Last year Januvia was added, because the Actosplus Met was insufficient to adequately lower my blood sugar. For the entire time, I have been unable to lose weight, although my daily calorie consumption is about 1000. I've had extreme fatigue, aches and pains, urinary urgency, carb cravings, and diarrhea. 2 weeks ago I reported to my doctor that my FBG was over 250. He replaced the Januvia with Farxiga. He also sent me to get a cardiac CT scan due to my family history. Since the dye used in the test, combined with metformin can cause lactic acidosis, I couldn't take my Actosplus Met for 2 days. By the second day, I felt great. My FBG was under 170 using just the Farxiga. My aches and pains went away, and the weight just started dropping off. 15 days later, I have lost 11 lbs, my FBG is under 150, I am no longer retaining fluid, and I feel 10 times better. This is only my experience, but there is no way I am ever taking this drug again. I can't believe I've spent 5 years wondering why I couldn't lose weight, no matter how little I ate. A diabetes drug with these side effects should never have been approved by the FDA. Its existence is some kind of cosmic joke on diabetics. I don't know if the drug manufacturer is negligent or inept. A diabetes drug that causes weight gain and aches and pains bad enough to prevent exercise would certainly ensure people have to keep taking it. I have hope that without this drug that I can keep losing weight through diet and exercise and that my numbers will continue to improve. I believe that CT scan may have saved my life, although not in the way it was intended. Your experience may be completely different than mine, but if you are suffering from these side effects, see your doctor. If he or she dismisses your concerns, find another doctor. It's your life, after all.",3
"This medication increased my appetite, gave me diarrhea and made me feel horrible!",3
"Horrible! Gained 45 lbs, had trouble with pain with liver, did not control my A1c. Felt miserable constantly, digestive problems with diarrhea all the time.   Went off of the med and lost weight and felt 100% better, doctor insisted I go back on it, now I feel horrible again.",2
Haven't had any problems with this med so far,4
"I toke Actosplus met a few years. The side effects were Leg broke, Swelling of the lower leg or ankles,Weight gain (from 140 to 157 lbs), frequently Urinary tract infection and trouble breath. I stopped taking it after my leg broke",3
following doctors recomendation only,4
"Did an adequate job of controlling my blood sugar, but started having other symtoms almost immediately. Weight gain, swollen feet and fatigue. Felt much better when I wasn't taking it, lost weight and good energy, but my numbers were high out of control.",3
"This was a terrible drug and I regret allowing my Dr. to switch me from Metformin (which worked extremely well for me)to ActoplusMet 15/500.   1.)It did NOT control my blood sugar nearly as well as Metformin and my A1c number crept up gradually over the 4 years I was on it, from 5.6 to 6.9. 2.) I gained over 35 pounds in spite of consistent exercise and a pretty darn good dietary regimen. 3.) I began to be suspicious of the early signs of congestive heart failure and possible coronary artery disease which was confirmed by a recent stress EKG and subsequent angiogram.   These problems all took place in spite of good cholesterol numbers in the 135 - 145 range and LDL numbers below 70.  I insisted my doctor take me off Actoplus and went back to plain Metformin about 7 months ago and since then have dropped almost 25 pounds. I'm also seeing huge improvements in my blood glucose readings.  I am absolutely convinced that I got off Actoplus in the nick of time to avoid needing full-blown open heart surgery (at least for now) and am attempting to deal with the CAD with aggressive heart medications, continued exercise and diet ... we'll see over the next year whether or not this works.   Unfotunately there's no way to prove one way or the other that Actoplus is the culprit with resect to the heart issues, but I'm a student of my own body and I'm thoroughly convinced it's the primary cause. The added fact that it did a terrible job controlling my blood sugar, which was the sole reason for taking it in the first place makes it a failed experiment as far as I'm concerned.  It may work for others but it was a disaster for me.  ",1
"I have been taking 850/15 for about 31/2 months now. It has brought my sugar down, my hemoglobin is now normal at 5.6. I have been walking a couple of miles everyday but for the last 2 3 weeks my joints, especially my hips are hurting a lot. That's effecting my mobility, I can't walk like I used to. I did get stiff before this med but my joints didn't hurt like they hurt now.I need to loose the weight so I can get of this med but I can't exercise. I also get jittery at times.",5
Has controled symtoms and A1c levels are good. i have encountered an upset stomach and diarrhea at times. I have been using this medication for over 1 year.,4
I am a senior -77 yrs old- and actoplus plus met 15/850 is the best medicine i have found to control my blood sugar. I am in the gap in my insurane and it cost me 218.00 at walmart and I can't afford it. Is there any way you could help me? I take a lot of medicines and I am having a hard time paying for it. I would appreciate any help you could give me. Thank you.,5
"Im a newly diagnosed diabetic and started taking Actoplus for 1 month now. This has brought my levels down. Lowest reading 77, highest reading 202. Taking 15/500 2X daily. I do exercise on treadmil at least 30 min a day and eat less than 50 carbs a meal and less than 20 carb a snack, never exceeding 200 carbs a day.  This has worked tremendously and I feel 100 times better. I also take CoQ10, Red yeast rice & Omega3's for my cholesterol as well as vitamin B's.  Had to make a life style change to save it! Hoping my next A1C reading will take me off these.",4
"I have been taking this medicine 3 times a day for only a week and a half and it is doing really well for my blood sugar numbers, BUT I am so nausuated and tonight I started throwing up. Does anyone else have this problem?",4
i was on steriods and developed sugar my doctor put me on actoplus my sugar is normal now for 4 month and i am off steriods why should i still have to take this,5
This medication has been easy for me to use.,4
My sugar was very I thought I had it ended up in emergency room for something else and had them check my sugar it was very high within 2 weeks my sugar was way down.,5
"Have severe diaharrea, my sugar level is fine!",4
blood sugar normal range.  anger at times has any experence this side effect?,4
I have been on this medication over 3 years.  I started taking this medication when my insurer increased the cost of metformin.  I'm on a low dose 15MG/500MG however I can not tolerate the entire pill at once.  I have to split it and take half in the morning when I wake up and half before I go to bed.  I haven't had any other side effects.  My blood suger levels are stable.,5
"Only 2 day on this med. Used to take Metformin, 100 mg twice a day. This Actoplum Met is making my heart race, giving me anxiety and trouble sleeping. ",3
"I have been taken this Actoplus Met 15/500mg for about 18 months, the problem that I am having is with my vision that has changed in the last 18 months. I am going to ask my Dr. to change my meds. for this reason. VISION IS BLURRED AND WHITE OF EYES STAY RED. I HAVE BEEN UNDER THE EYE DR. CARE ALL THIS YEAR FROM EVERY 2 WEEKS TO EVERY 2 MONTHS, THREE MONTHS. EXAMPLE OCT.22, NOV.5TH NEXT APPT.NOV. 12TH ALL FOR RED EYES.HAVING TROUBLE GETTING THEM TO CLEAR UP. i AM AFRIAD OF THIS MED AT TIME. THIS MED HAVE WORKED FOR ME AS FAR AS BLOOD SUGAR BUT THE SIDE EFFECT IT HAS IS NOT GOOD.",4
The actoplus met 850/15 has lowered my level to fairly normal levels (95-110) in the mornings (taking 2x per day)as long as I don't eat a snack too late the night before. I've been reading all the reviews with diarrhea issue but I haven't had any of that. The only minor complaint would be the size of the pill and some dry coughing occurs -but could be contributed by the Lisinopril I'm taking also. No weight gain but I'm trying.,5
"my dr. took me off glyburide and put me on actoplus becaude my numbers dropped considerably. Have taken it for 6 weeks, all my joints ache,my hips hurt i'm jittery all the time,have irregular heartbeat, my stomach is huge, but I haven't gained any weight. HATE IT!!!!",2
"Started w/Metformin.  That gave me severe diahrea.  This started the same, but has stopped.  Been on this drug about 6 wks and have started having irriablity and feeling jittery.  That is new.",5
"Cooler hands, slow bowl movement, and some hip aches.  Overall keeps blood sugar in check unless I eat wrong.",4
it has worked so much better than metformen,5
I am on my third day taking one pill per day and it causes severe diaherra several hours after taking......will try it a few more days and see how it goes but not very happy with it as it is now,3
"I seem to have problems with sudden drops in levels. Once I hit the ""normal"" range of 90 - 123, I need to sleep for at least 15 minutes. And my back hurts, just like if I have drank too much sweet tea. This morning I forgot to take the meds, and when I checked my sugar at 12:30 it was 306. I have concerns about it being therapeutic after three weeks and my sugar still running 306 after the normal(for the past couple of weeks) being around 170. I also have experienced sick to my stomach feeling late at night, to the point that I have to take something for the sickness.",3
but I gain wt,5
I am taking this med for type 1 diabetes and have been on it for about 3 months. In the first 6 weeks my A1C level went from 12.5 to 9.2. I do have stomach pain and loss of appetite but if I take with food it is not so bad. I have lost about 10-15 lbs. I don't eat as much food due to nausea and the sweets have been cut back alot. I also have diarrhea most days and usually its about 1 hour or less after eating. Overall if it is helping with my sugar than I don't want to change it. Before the med sugars were in 400's now they are in the normal range.,4
"My doctor changed me from Actos to Actoplus Med and it has not worked as well the first month with readings in 200 ranage. I have had some weight gain, always wanting to eat, can't sleep, and some muscle cramps.   ",3
"I started this med in december 2008, so far I have gained 12 lbs., have experienced extremely swollen feet, achy joints. The worst has been the weight gain. I now understand why, after walking 2 miles a day 4 times a week, i wasn't losing weight. I also have noticed that I have been having alot of sleepness nights and I also feel that my stomach keeps getting bigger. ",3
The actos 850/15 has lowered my level but I've experienced extreme diarrhea. I tried taking the meds once a day vs 2xs and my numbers are great and diarrhea has calmed down. ,4
I have been taking this medicine more than a month now. I have noticed my bloor sugar come back to normal. I havn't noticed any side effects so far. I am pretty happy with the results.,4
"Starting blood sugar levels were high 300's to low 400's.  Have been on this med since around New Year's, only complaint is hands and feet stay cold more often than before.  Blood sugar readings are now in the mid to high 100's with an occasional low 200 reading.  I was on Actos before for PCOD, so already familiar with that part of the med.",4
very good meds,5
Drug has worked well on control of type 2. seems that all food now tastes strange not like it use too. hands cold no issue with feet.,4
I'm retaining fluid and have stomach and chest pains,2
"I'm 46 yrs of age.I have been on this drug since shortly after it was approved. 50 + pounds in weight gain, cold hands, feet. I hurt all the time & feel 20 yrs older.I thought I was getting old. after reading the same side effects here. I'm switching to something different.  plus side..... Keeps my blood sugar level well under control. ",5
"I've been pleased with Actoplus Met overall; my A1C levels have improved greatly, I haven't noticed any deleterious side effects, and with the better glucose control, my appetite has decreased and I've lost around 30 lbs. My Satisfaction rating would be 5, except that the drug is so expensive and there is no generic formulation available yet.",4
It has served me well but I would like to find its generic counterpart.,4
it keeps my blood sugar pretty much level,4
"Recently changed from Metformin ER (500x2 twice a day) after elevated A1C levels.  Blood sugar level with Actoplus Met are better, but I am extremely fatigued and my eyes have actually turned yellow.  Dr. says his books show no mention of yellowing eyes being a side-effect.  Med works well, but I want my white-eyes back.",3
"Been taking for 6months, weight gain, diareah,cold hands & feet lots of stomach problems, I am going off it.",3
"since I have been taking this medicatation my sugar level is much improved but I have cold hands & feet,I have gained more than 25 pounds, My overall health feelings are very irratable, nausia, shortness of breath, I feel worse in my overall daily health than before I started taking this medication almost a year ago. I also have severe diahareea to not having a bowl movement in almost a week and my Dr. says this is normal. I asked him to change this medication several time but he keeps on insisting that my sympthoms are not from the medicatation. I have another appointment with my Dr in two weeks, if he does not change my medicatation at that time I am going to see another Dr. for another opinion.",2
NO LONGER HAVE LOW SUGAR EPISODES VS AVG 3-4 PER MONTH REDUCED HIGH SUGAR EPISODES - AVG/MO 6-7 TO 1/MO ON MED SINCE AUGUST '07,5
"After taking this medication for 30 days, I have gained 15lbs, have very bad chest pains, shortness of breath, and feel tired. I have discontinued this medication, as it is not for me.",1
I drink a few beers occasionally on weekends and holidays and haven't noticied any problems yet.,4
I am concerned if this medcine causes weight gain and/or insomnia,4
"I was recently diagnosed with type 2 and have been taking Actoplus Met (15/850) twice daily for 1 1/2 months. When I was first diagnosed, my glucose levels were over 500. My levels seem to be a little too low now(lowest 52 - highest 101)... And this is while I am eating pretty much anything I want (minus high sugar foods - soda, candies, Koolaid...). I asked my doctor if this was normal and he told me he has me on this medication so I can gain more weight. My dietitian said I might be type 1...but I thought type 1 could only take insulin shots. Actoplus Met seems to work fine on my glucose levels...I think I just need a lower dosage.",3
"I NOW HAVE COLD HANDS AND FEET ALSO MINOR HEADACHES,OTHER THEN THAT IT WORKS WELL LOWERING MY BLOOD SUGARS",4
I have dizzy spells after taking twice a day-I now only take it in the morning after Bfast. I took it by itself-I became extremely dizzy- It has help my glucose levels but I am concerned about recent medical tests and related heart problems associated with this treatment.,4
"have had severe stomach aches and weight gain, have even stopped taking meds for a week to see if symptoms subsided. Will ask Dr. to switch to something else",4
"Medication works, but I wonder if the reactions are worth it? 60 lb weight gain. cold hands and feet.",4
"Just started taking less than a month ago, i have not had the diahrrea that others have reported, but my hands and feet feel colder than they normally do and very mild stomach problems.",4
"I have had muscle and joint aching since I started this med, sometimes pretty bad. Has anyone else had this problem?",1
This med has caused stomach problems for me.  I thought I would get some ease from it. not yet. will see doctor again.,2
Since I started using this drug one month ago I have suffered severe diarhea.  I switched from AvandaMet due to the Avandia warnings.  I am going to ask my Doctor to be switched to something else.,3
This medicine caused diarrea so I had to change it to actos only not the combo,1
does any one else get very sick after taking this i mean stomach hurts bad and somestimes throw up?,4
2 pills per day lowered my A1c test from 12.8 to 5.8!,5
 has kept my glucose at a great leval,4
Too expensive!,4
I have been on this medication for about three weeks and my blood sugars are under control. I was on byetta and that was two injections a day and this is just one and i am having better control. No side effects so far.,5
No noticeable difference to blood sugar levels,1
My A1c has dropped from 7.2 to 6.2 in the past 3 month period with no adverse side effects.,5
"Have only been on this for 2.5 weeks and my blood sugars are regularly in the normal range.  Have gotten my fasting blood glucose to 140 which is good as this has always been high, even when I had control with just diet and metformin.  I take 1mg before breakfast and 2mg before dinner.  Have had a couple of lows because I didn't eat enough carbs or ate a very small dinner.  Otherwise, no problems and love seeing my readings in the normal range.  You have to start slow on this med.  I read a review where someone said they took a 4mg pill right off the bat!  Wow!  My doctor had a plan for me to follow to start with just 1mg before breakfast and 1mg before dinner.  I slowly increase until my fasting blood glucose readings get below 130.  At my current dosage, I am already close to that.  I can't imagine taking 4mg at once!",5
 I was on Metformin for many years and eventually it was becoming ineffective and I was suffering from severe nausea and diarrhea almost constantly. Switched to a Glemiperide and blood sugar is normal and no abdominal complications. At least for me this is almost a miracle drug.,5
Been using this medication for awhile. Can't seem to remember much on this drug. At first it was working ok but had to adjust from only Crestor 10mg to both Crestor and Amaryl 1mg. Got some blurred vision and A1C rose full 1.5 PT in 3 months. Changed to Pravachol 20mg b/c of ObamaNOcare. What a crock! Still having issues of blurred vision and A1C issues even with exercise and eating right. Tired most of the time and hard to rise and shine when I was a morning person prior to all the meds. Added MetFormin 1000mg twice/day - What CR?P. What next?? Feel like a hamster in a cage. My guess is any drug is not good! Read the label. Terrible drug that works at first until your body gets use to it or the drug reps are giving bad drugs to the Pharmacy - hope not?? Looking at switching to ALL NATURAL stuff.,2
"Started taking the medication and my numbers dropped in half. However less than 6 months on the medication along with trying to eat right and exercise. I now am right back at the higher numbers. The side effects are wrecking havoc for me.   I now have numbness along most of my right side. Hand, arm leg and some feet. Huge pain across shoulders as well. Did not injure self at all. But never had issue till took medication.   I had to change from night to morning because the pill dipped me too low in the mornings. Now it does nothing for system.   Use to be 85 in afternoon when got home after taking in the morning. Now I see 180 plus waking up. And recently after numbness set in I am now back in the 200 range.   Would not call this pill a success. Also would not recommend for anyone who has Seizure meds to take. This med has put me in many uneasy feelings. Not had any on floor events, but this med does not help. I have had almost every ""severe"" side effect from this medication. All on just 2 MG of medication once a day.  Sad I took this because it seems all diabetes meds only work for a short time and then are no longer useful to my system. Yeah for all of you who can take the cheap medication. Also I have gained 15 pounds in just 3 months time. Not looking forward to seeing how much more I gained in this past 3 months.  I also take this along with 1K metformin as well. I have tried so many different medications and had bad side effects that I am not sure where to go from here. May just need to look into more natural ways of controlling health.   Best of luck to the rest of you,   ",3
This has NOT worked for me.  My sugars are still in the 200's.  The side effects are I get really sleepy within an hour of taking it and try to remember to take during a meal.  I am taking 2 mg twice a day along with another med. Hope to get this changed next week.,1
my experience is satisfactory ,4
I AM TAKING THIS PILL FOR LAST TEN DAYS AND THE DOSE IS EMARYL 2MG HALF IN THE MORNING AND HALF IN THE NIGHT.HOW EVER MY BLOOD LEVELS CAME TO NORMAL BUT IT IS CAUSING 1. LOW SUGARS 2.INCREASED HEART BEAT 3.NERVES SHAKE 4.SWEATING. INSPITE OF THIS MY DOCTOR ADVISED ME TO CONTINUE THE PILL.,4
"Drs. started me out with too high a dose and had many low sugars. I am now just taking 1 mg in AM and 1 mg with dinner. Completely changed my diet and lost 7 pounds. Still tired, but doing better. Numbers dropped from 340 to 122 average in 2 weeks. Drs. put me on metformin, had a bad trip from that - never again taking that stuff.",5
"This medication has controlled my sugar, however, one of the doctors Ihave recently seen suggests that Ishould not continue the medication and switch to insulin,I am not happy about this. He is stating that this 2mg Glimepiride causes damage to the pancreatic cells. What is your opinion?",4
I started this morning with 1mg and two hours later my sugar went from 164 to 167.  Can anyone say how long it takes to start working? Thanks,1
suger under control but causes erection problems,4
"I tried many differant medicines, including insulin to treat my diebetes, as well as Dieting & Exercise, nothing brought my blood sugar down untill I was prescribed this medicine. It is working VERY well for me and I have had NO side effects, & I am someone who is sensitive to medications. If your blood sugar is elevated, and diet & exercise are not bringing it down, I highly recommend this medicine. ",5
it has caused problems of cramps &shivering  along with loss of energy.,5
"It worked at first, if I exercised after taking it. Now, there is no difference no matter how much physical exertion my day contains. ",2
Just started using it,1
When my dose was increased from 2mg to 4 mg i had a severe allergic reaction! Full body hives swollen eye lids and lips.. doctors did not suspect amarly since i had been on it for one year with no problems.  Hives last 3 1/2 months.  When I finally stopped taking the Amarly on my own the hives were total gone within 76 hours.  Terrible experience!,4
when i take it in the morning 2hrs later my blood sugar drops very low and i get dizzy and need to lay down. i eat something and the dizzy goes away,2
"always feel tired or drained, gained weight, have sudden spells of low sugar. just don't feel like i have any energy.",1
i have been taking this for about three months and it has helped me to regulate my sugar.,4
When I was diagnosed they started me out on Metformin & Byetta.  Over time the Byetta made me so nauseous I asked to switch; they changed me to Actos and I gained 30 lbs. in 3 months.  Then I learned that can be common in some patients.  On Amaryl/Glimepiride for about 6 months & I began to lose the Actos fat right away.  Got injured in a horse accident & while in hospital they increased my Amaryl dose from 3 to 4 mg. in the AM.  Oddly once I got home my fasting blood sugar in the AM was higher than it was before they upped the dosage.  Now that I'm feeling stronger & getting more exercise it is really working for me again & steady weight loss is continuing.  So it surprised me to see so many comments about it causing weight GAIN.  I DO have occasional symptoms of LOW blood sugar on Amaryl which seems weird because my problem has be hyPERglycemia.  But symptoms are not so severe as to cause distress/concern - just have a little sugar if it gets too low.  I've had readings around 70 on occasion and that never happened on Byetta or Actos.  ,5
"Took this medication for three weeks.Had high hopes it would bring my blood sugars down  Headache was immediate and felt lots of pressure in my head behind the eyes, had a high pitched whine or ringing in my ears, Week 2 started itching then a bumpy little rash on chest and face and arms. When the hives started in I discontinued. Had no effect whatsoever on my blood sugars. Disappointing. Hope it works for you. ",1
SIDE AFFECT OF REDUCED VISION,3
blood sugar sometimes to low,3
Doctor prescribed 2mg twice a day before meals along with my metformin 1000 mg twice a day. I get headaches and am hungry all the time. My sugar has come down but now down enough. I am allergic to sulfur is that why I am having trouble?,3
"I am taking 4 mg of Amaryl and 1 Januvia, my bloodsugar is very high now.  I am 77yrs old and up till now I took 2mg Amaryl + 1 Janumet 1000mg twice a day, my bloodsugar was fine, but had a lot of Irretable BM.I cannot reach my doctor until Monday, what should I do??",1
Been on Amaryl 2mg for two weeks now and it has droped my FS BS from 189 to 144. ,4
very weak and   dizzy,5
"Started this medication 2 weeks ago.  So far it is great, but like everyone else, my sugar drops FAST!  I will have to eat on schedule and see how that does, as I usually just eat when hungry.  I can see why you have weight gain.  You have to eat all the time. My sugars were 200+, but now they are around 130.  So far, I have not gained anything, but I am walking around 2.5 miles a day.  Hopefully with a schedule and walking this pill will be what works!  ",5
Amaryl works for me..(Along with 1000 milograms of glucophage...) My numbers are usually 110 to 120 in the a.m. 100 in the p.m.. My main gripe is I've gained 10 pounds!!! (I'm 240 pounds right now!) If anyone could recommend another medication (help!!) Rod,3
"I started by taking Amaryl 4mg in AM with no effect. Increased to 8mg, with no change. increased to 16mg, still no effect. I am going back to my doctor.",1
"Medication works, but I gained 10 pds...Now its harder to lose weight since my blood sugars have stabalized...(120 in a.m. 100 in p.m.) It works but HATE the weight gain... Rod",4
I was first put on Metformin and had severe colitus from it on the 4th day. Dr. put me on Amaryl 3 days later and it has worked great for me. my sugars had been running 400+ for 6 months. I had taken Micronaise first and it dropped sugar to 40 and had a hard time bringing it back up. I have not had any side affects since being on it for 2 weeks now. sugars have dropped to 120in the am and 159 in the eve. I am pleased so far. waiting to go for A1c monday afternoon. Last one was 9.2 hoping it has dropped alot. I was the last to get it in my family and I am the last one living. My father and siblings all died from diabetes. I just lost my last brother last week from it.So far this is the only thing I have to take. Watching my diet and walking every day.lost 30 lbs in the last 2 months from sugars being high. I feel gr8 for the first time in a year. Bonnie,5
"I had weight gain since using this medicine, 10 lbs. My sugars have improved and go low in the afternoon I'm on 1/2 of 1 mg 2x's a day. I'm usually 116 in the am and 70's 90 in the afternoon and 120-130's evening. Not happen with the weight gain and I'm eating the same way I have been. ",5
"Started on 2 mg / day about 2 to 3 weeks ago and had to adjust down to 1 mg due to MANY hypo's. a1c is down from 8.2 to 6.6 over the last two months since starting in late December originally on glipizide for glucose control. Have discovered that once taken in the morning WITH food as instructed, pancreas goes into 'make insulin like crazy and pump into system irregardless mode' of constant carb intake (or not). Seems I BETTER NOT slowdown on carbs AT ALL (as opposed to trying to LOWER carbs..I HAVE TO keep them coming in or i'll end up with a hypo)! This means constant glucose test test test much more than doc prescribed of 4 times a day into upwards of 6 and that taxes the testing supplies wayyyyyyyy too much. Although having 'better' results because of knowing what to expect with glimeperide as opposed to glipizide XL which hits like a nuke but waits and waits until it hits, I would love suggestions and help finding a glucose control med that doesn't have to be monitored THIS MUCH so I don't go hypo so easily.  I thought the idea is to REDUCE carb and sugar intake NOT have to drink sugary juices and the like throughout the day and hit the glucose tablets twice to three times a day when the meter drops near or just below 70 almost on a regular basis seems around mid afternoon to early eve depleting the testing supplies wayyy too rapidly to 'keep up' with the med's over-effectiveness (even at my 1 mg level) throughout the day.  The warnings on side effects are dead-on especially on the beta-blocker masking some of the hypo's oncoming symptoms since I am also on two high-blood meds which are working just fine. All of these lows have initiated GAD which I have to watch for onset when a hypo hits now and have had to be placed on ativan for that!  This 'eat eat eat' and then juice juice juice WITH test test test is REDICULOUS.  Help would be greatly appreciated opinion-wise.  Thanx VERY Much !",5
extreme weight gain 12 pounds in one week.,4
"I WAS GETTING SICK TO MY STOMACH, URINATING ALOT, AND VERY TIRED.  DIABETES RUNS IN THE FAMILY WITH MY MOTHER, MATERNAL GRANDFATHER, AND GRANDMOTHER.",3
"I have used this drug for 13 months. I started out with 2 (2mg) tablets taken in the am with Janumet/1000 twice a day. The hypoglycemic episodes were terrifying. My endocrinologist reduced the dosage to 1mg or 1/2 tablet in the morning. I still have episodes of low blood sugar in the early afternoon.(50-70) I usually can feel the low sugar coming on. I then have to eat to get my sugar up, which can cause weight gain or the inability to lose weight. I have not gained any weight although I am unable to lose weight due to the hypoglocemic episodes and the need to eat to raise my sugar. I have noticed an improvement with 1mg vs. 4mg, but I have to monitor my sugar readings closely. I manage to keep my A1c around 6.5 to 6.9. Carbohydrates are not my friend. I try to stick to proteins and veggies.  ",3
"I've been using this medication for a month and a half. I'm pleased at the result of the lowing of my blood sugar without any side effects. Happy,MizzeeP",5
Have been taking other meds but the combination one januvia and 2mgs amaryl taken in .5 mgs 4 times a day work best for me,5
so far so good.went from 220 to 120 in a day,5
used it in the past and kept sugar under control however i have just started it again @ 4 mg and is not working as well my readings in AM are as high as 164 on my meter I would like it to be back to 100 to 114,4
"Did not help because I could not take a higher dose, 1mg. Allergic reaction to sulfor",1
Makes sugar drop till I feel I will pass out,3
"I am somewhat pleased with Amaryl after being on the drug two weeks. My doc prescribed this when I changed docs to her because my previous doc had me strictly, and I do mean strictly, on humolog insulin and lantus at bedtime. It is helping somewhat but alot of it is my fault do to poor diet. Sometimes have low blood sugars with amaryl but I am also taking novolog on a sliding scale now. Overall, basically pleased... ",3
Works extremely well for me.  In fact sometimes too well.  Occasionally causes low blood sugar.,5
"I started off taking 4mg of Amaryl, alog with actosplusmed made my sugar drop to low.  Amaryl readjusted to down to 1mg, then 1/2 tab.  1/2 tab did nothing.  Continued to gain weight ( retain fluids).    ",4
I have a heart condition and was not made aware of the wieght gain side effect.  The prescribing DR. was aware of this now I have to change meds again.,3
very effective and i have a normal blood glucose by now.,5
i am using 1 ameryl m2  before breakfast and 1/2 night before dinner. not effective,3
It took about 1-1/2 weeks to shows signs of improvement but has been very effective since. I take 2mg a day and I also take 1000mg metformin.,4
2 weeks taking 8 mg and it dosnt move my sugar levels.  also taking 1500 metformin.going back to doctor:(,1
"Has worked for me,better than Actos",5
This drug has done wonders for me. I have not felt well for four months now but this med seems to make me feel better than I have in a long time. My count has went from 225 to 120 since on this pill. Yeah!,5
"very easy to take , find it seems to do well in controlling sugars,do not seem to have any problems with side effects at all,had a A1C after 14 months and the results were 6.3 so seems to work for me,this is the only med I take --1 time a  day with largest meal of the day  ",4
droped my suger to low i was taking 4mg a day it works well but to comes on to strong overnight while your sleeping ,4
"Have tried Metformin, Metformin with delayed release, and Januvia. Had awful diarehha with Metformin, and Januvia had no effect at all. The has worked great so far. Keeping fingers crossed.  :)",4
haven't really noticed a difference in effect on blood sugar with/without the medicine.,3
"Started taking 1 mg each morning, blood sugar dropped too low in afternoon, advised by Dr to take 1/2mg in morning and 1/2mg evening still not working as well. Blood sugar is high before breakfast even taking medication. Did not know about weight gain. Will have to address this issue. Still not sure what to do about this medication!!!",2
so far it is working very well,5
"When I first began this medication, I found quite effective, but if I took in the morning, I had problems with my blood sugar dropping very low.  That has seemed to gotten better over the last few months.  Very recently, I am now having moderate to bad stomachaches every day that I take it. The effectiveness is also not as good as it was in the beginning.  ",3
